Records ID,Beetle Host,categories,pathogens,country or region,ecological relationship,experimental conditions,,identification method,infection site,organism source,,validation type,source,year,full text,reference
81,Dendroctonus micans,Fungi,Clonostachys rosea,Turkey,pathogen,laboratory,,morphological and molecular,cuticular contact,isolated from cadaver,,virulence test,"Biryol et al., 2024",2024,full text,"Biryol, S., Soydinç, A., & İşık, S. (2024). Morphological, molecular identification and virulence of entomopathogenic fungi isolated from Dendroctonus micans (Kugelann, 1794)(Coleoptera: Curculionidae). Sakarya University Journal of Science, 28(2), 381-391."
82,Dendroctonus frontalis,Microsporidia,Unikaryon minutum,United States,parasite,,,,,isolated from infected beetle,,,"Bridges, 1987",1987,full text,"Bridges, J.R., 1987. Prevalence of Unikaryon minutum (Microsporidia: Nosematidae) infection in outbreak populations of the southern pine beetle (Coleoptera: Scolytidae). J. Invertebr. Pathol. 49, 334–335."
83,Hylastes ater,Fungi,Metarhizium flavoviride var. pemphigi,New Zealand,pathogen,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test on Tenebrio molitor,"Brownbridge et al., 2010",2010,full text,"Brownbridge, M., Reay, S.D., Cummings, N.J., 2010. Association of entomopathogenic fungi with exotic bark beetles in New Zealand pine plantations. Mycopathologia 169, 75–80."
84,Hylastes ater,Fungi,Hirsutella guignardii,New Zealand,pathogen,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test on Tenebrio molitor,"Brownbridge et al., 2010",2010,full text,"Brownbridge, M., Reay, S.D., Cummings, N.J., 2010. Association of entomopathogenic fungi with exotic bark beetles in New Zealand pine plantations. Mycopathologia 169, 75–80."
85,Ips typographus,Virus,ItEPV,Georgia,pathogen,,,morphological,epithelial cells of the gut,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
86,Ips typographus,Protist,Gregarina typographi,Georgia,pathogen,,,morphological,mid-gut lumen,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
87,Ips typographus,Microsporidia,Chytridiopsis typographi ,Georgia,pathogen,,,morphological,midgut epithelium,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
88,Ips typographus,Nematode,Contortylenchus diplogaster,Georgia,parasite,,,morphological,gut,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
89,Ips typographus,Nematode,Parasitorhabditis sp.,Georgia,parasite,,,morphological,gut,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
90,Ips typographus,Nematode,Bursaphelenchus sp.,Georgia,parasite,,,morphological,gut,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
91,Ips typographus,Microsporidia,Nosema sp.,Georgia,pathogen,,,morphological,fat body,isolated from living or slowly moving beetle,,,"Burjanadze and Goginashvili, 2009",2009,full text,"Burjanadze, M., Goginashvili, N., 2009. Occurrence of pathogens and nematodes in the spruce bark beetle, Ips typographus (Col., Scolytidae) in Borjomi Gorge. Bull. Georgian Natl. Acad. Sci. 3, 145–150."
92,Ips typographus,Protist,Gregarina typographi,Georgia,pathogen,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
93,Ips sexdentatus,Protist,Gregarina typographi,Georgia,pathogen,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
94,Ips typographus,Fungi,Chytridiopsis typographi,Georgia,pathogen,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
95,Tomicus piniperda,Fungi,Chytridiopsis typographi,Georgia,pathogen,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
96,Ips typographus,Protist,Menzbieria sp.,Georgia,pathogen,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
97,Ips typographus,Nematode,Contortylenchus diplogaster,Georgia,parasite,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
98,Ips sexdentatus,Nematode,Contortylenchus pseudodiplogaster,Georgia,parasite,,,,,,,,"Burjanadze et al., 2011",2011,only English abstract,"Burjanadze, M., Lortkipanidze, M., Supatashvili, A., Gorgadze, O., 2011. Occurrence of pathogens and nematodes of bark beetles (Coleoptera, Scolytidae) from coniferous forests in different region of Georgia. IOBC/wprs Bull. 66, 351–354."
99,Ips typographus,Nematode,Bursaphelenchus teratospicularis,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
100,Ips typographus,Nematode,Parasitorhabditis bicoloris,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
101,Ips typographus,Nematode,Parasitaphelenchus bicoloris,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
102,Ips typographus,Nematode,Cryptaphelenchus bicoloris,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
103,Ips typographus,Nematode,Panagrolaimus scheucherae,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
104,Ips typographus,Nematode,Parasitorhabditis obtusa,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
105,Ips typographus,Nematode,Ektaphelenchus typographi,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
106,Ips typographus,Nematode,Cryptaphelenchus macrogaster,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
107,Ips typographus,Nematode,Bursaphelenchus eidmani,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
108,Ips typographus,Nematode,Micoletzkya buetschlii,Georgia,,,,,,,,,"Burjanadze et al., 2012",2012,full text,"Burjanadze, M., Lortkipanidze, M., Gorgadze, O., 2012. Influence of ecological factors on the formation of nematode fauna of bark beetles (Coleoptera Scolytidae). Bull. Georgian Natl. Acad. Sci 6, 133–136."
109,Ips typographus,Fungi,Beauveria bassiana,Georgia,,,,,,,,,"Burjanadze, 2007",2007,,"Burjanadze, M. (2007). Entomopathogenic fungi found on Ips typographus in Georgia. IOBC WPRS BULLETIN, 30(1), 155."
110,Ips typographus,Fungi,Metarhizium sp.,Georgia,,,,,,,,,"Burjanadze, 2007",2007,,"Burjanadze, M. (2007). Entomopathogenic fungi found on Ips typographus in Georgia. IOBC WPRS BULLETIN, 30(1), 155."
111,Tomicus piniperda,Fungi,Beauveria bassiana,,pathogen,laboratory,,,cuticular contact,isolated from  beetle,,virulence test,"Burjanadze, 2010",2010,full text,"Burjanadze, M., 2010. Efficacy of Beauveria bassiana isolate against pine shoot beetle Tomicus piniperda L. (Coleoptera, Scolytidae) in laboratory. Bull. Georgian Natl. Acad. Sci. 4, 119–122."
112,Ips calligraphus,Bacteria,Bacillus thuringiensis,,,laboratory,,,gut,culture collection,,pathogenicity test; toxicity bioassay,"Cane et al., 1995",1995,full text,"Cane, J.H., Cox, H.E., Moar, W.J., 1995. Susceptibility of Ips calligraphus (Germar) and Dendroctonus frontalis (Zimmermann) (Coleoptera: Scolytidae) to coleopteran-active Bacillus thuringiensis, a Bacillus metabolite, and Avermectin B1. Can. Entomol. 127, 831–837."
113,Dendroctonus frontalis,Bacteria,Bacillus thuringiensis,,,laboratory,,,gut,culture collection,,pathogenicity test; toxicity bioassay,"Cane et al., 1995",1995,full text,"Cane, J.H., Cox, H.E., Moar, W.J., 1995. Susceptibility of Ips calligraphus (Germar) and Dendroctonus frontalis (Zimmermann) (Coleoptera: Scolytidae) to coleopteran-active Bacillus thuringiensis, a Bacillus metabolite, and Avermectin B1. Can. Entomol. 127, 831–837."
114,Dendroctonus ponderosae,Fungi,Beauveria bassiana,United States,,,,morphological and molecular,,isolated from beetle mouthpart,,,"Cardoza et al., 2009",2009,full text,"Cardoza, Y. J., Vasanthakumar, A., Suazo, A., & Raffa, K. F. (2009). Survey and phylogenetic analysis of culturable microbes in the oral secretions of three bark beetle species. Entomologia experimentalis et applicata, 131(2), 138-147."
115,Dendroctonus rufipennis,Fungi,Beauveria bassiana,United States,,,,morphological and molecular,,isolated from beetle mouthpart,,,"Cardoza et al., 2009",2009,full text,"Cardoza, Y. J., Vasanthakumar, A., Suazo, A., & Raffa, K. F. (2009). Survey and phylogenetic analysis of culturable microbes in the oral secretions of three bark beetle species. Entomologia experimentalis et applicata, 131(2), 138-147."
116,Xyleborus glabratus,Fungi,Beauveria bassiana,United States,pathogen,laboratory,,,cuticular contact,commercial strain,,virulence test,"Carrillo et al., 2015",2015,full text,"Carrillo, D., Dunlap, C. A., Avery, P. B., Navarrete, J., Duncan, R. E., Jackson, M. A., ... & Peña, J. E. (2015). Entomopathogenic fungi as biological control agents for the vector of the laurel wilt disease, the redbay ambrosia beetle, Xyleborus glabratus (Coleoptera: Curculionidae). Biological Control, 81, 44-50."
117,Xyleborus glabratus,Fungi,Isaria fumosorosea,United States,pathogen,laboratory,,,cuticular contact,isolated from Bemisia tabaci and commercial strain,,pathogenicity test,"Carrillo et al., 2015",2015,full text,"Carrillo, D., Dunlap, C. A., Avery, P. B., Navarrete, J., Duncan, R. E., Jackson, M. A., ... & Peña, J. E. (2015). Entomopathogenic fungi as biological control agents for the vector of the laurel wilt disease, the redbay ambrosia beetle, Xyleborus glabratus (Coleoptera: Curculionidae). Biological Control, 81, 44-50."
118,Xyleborus affinis,Fungi,Beauveria bassiana,México,pathogen,laboratory,,,cuticular contact,coleoptera-isolated B. bassiana strains from the EPF collection,,pathogenicity test,"Castrejón-Antonio et al., 2020",2020,full text,"Castrejón-Antonio, J. E., Tamez-Guerra, P., Montesinos-Matías, R., Ek-Ramos, M. J., Garza-López, P. M., & Arredondo-Bernal, H. C. (2020). Selection of Beauveria bassiana (Hypocreales: Cordycipitaceae) strains to control Xyleborus affinis (Curculionidae: Scolytinae) females. PeerJ, 8, e9472."
119,Xyleborus affinis,Fungi,Beauveria bassiana,México,pathogen,laboratory,,,cuticular contact,culture collection,,pathogenicity test,"Castrejón-Antonio et al., 2023",2023,full text,"Castrejón-Antonio, J. E., Tamez-Guerra, P., García-Ortiz, N., Muñiz-Paredes, F., Sánchez-Rangel, J. C., & Montesinos-Matías, R. (2023). Biocontrol of Xyleborus affinis (Curculionidae: Scolitinae) females and progeny by Beauveria bassiana (Hypocreales: Cordycipitaceae) in a sawdust artificial diet model. Insects, 14(5), 477."
120,Xyleborus affinis,Fungi,Beauveria bassiana,,pathogen,laboratory,,,cuticular contact,culture collection,,pathogenicity test with inverted emulsion,"Castrejón-Antonio et al., 2025",2025,full text,"Castrejón-Antonio, J. E., Tamez-Guerra, P., Montesinos-Matías, R., Sánchez-Rangel, J. C., & Mendoza-Muñoz, N. (2025). Compatibility of Beauveria bassiana with Inverted Emulsions in Contaminated Surface Tests Against Xyleborus affinis1. Southwestern Entomologist, 50(1), 1-18."
121,Xylosandrus crassiusculus,Fungi,Beauveria bassiana,United States,pathogen,laboratory,,,cuticular contact,culture collection; commercial strain,,virulence test,"Castrillo et al., 2013",2013,full text,"Castrillo, L. A., Griggs, M. H., & Vandenberg, J. D. (2013). Granulate ambrosia beetle, Xylosandrus crassiusculus (Coleoptera: Curculionidae), survival and brood production following exposure to entomopathogenic and mycoparasitic fungi. Biological control, 67(2), 220-226."
122,Xylosandrus crassiusculus,Fungi,Metarhizium brunneum,United States,pathogen,laboratory,,,cuticular contact,culture collection; commercial strain,,virulence test,"Castrillo et al., 2013",2013,full text,"Castrillo, L. A., Griggs, M. H., & Vandenberg, J. D. (2013). Granulate ambrosia beetle, Xylosandrus crassiusculus (Coleoptera: Curculionidae), survival and brood production following exposure to entomopathogenic and mycoparasitic fungi. Biological control, 67(2), 220-226."
123,Xylosandrus germanus,Fungi,Beauveria bassiana,United States,pathogen,laboratory,,,cuticular contact,culture collection; commercial strain,,virulence test,"Castrillo et al., 2011",2011,full text,"Castrillo, L. A., Griggs, M. H., Ranger, C. M., Reding, M. E., & Vandenberg, J. D. (2011). Virulence of commercial strains of Beauveria bassiana and Metarhizium brunneum (Ascomycota: Hypocreales) against adult Xylosandrus germanus (Coleoptera: Curculionidae) and impact on brood. Biological Control, 58(2), 121-126."
124,Xylosandrus germanus,Fungi,Metarhizium brunneum,United States,pathogen,laboratory,,,cuticular contact,culture collection; commercial strain,,virulence test,"Castrillo et al., 2011",2011,full text,"Castrillo, L. A., Griggs, M. H., Ranger, C. M., Reding, M. E., & Vandenberg, J. D. (2011). Virulence of commercial strains of Beauveria bassiana and Metarhizium brunneum (Ascomycota: Hypocreales) against adult Xylosandrus germanus (Coleoptera: Curculionidae) and impact on brood. Biological Control, 58(2), 121-126."
